Barris	Nacionalitat	Total	Genere
el Parcila Llacuna del Poblenou	Brasil	55	Dona
la Vila Olimpica del Poblenou	Brasil	35	Dona
el Poblenou	Brasil	110	Dona
Diagonal Mariel Front Maritim del Poblenou	Brasil	66	Dona
el Besos i el Maresme	Brasil	46	Dona
Provençals del Poblenou	Brasil	49	Dona
Sant Marti de Provençals	Brasil	43	Dona
la Verneda i la Pau	Brasil	44	Dona
el Raval	RepúblicaDominicana	109	Dona
el Barri Gotic	RepúblicaDominicana	32	Dona
la Barceloneta	RepúblicaDominicana	18	Dona
Sant Pere Santa Caterina i la Ribera	RepúblicaDominicana	73	Dona
el Fort Pienc	RepúblicaDominicana	30	Dona
la Sagrada Familia	RepúblicaDominicana	96	Dona
la Dreta del Eixample	RepúblicaDominicana	28	Dona
l Antiga Esquerra del Eixample	RepúblicaDominicana	44	Dona
la Nova Esquerra del Eixample	RepúblicaDominicana	63	Dona
Sant Antoni	RepúblicaDominicana	76	Dona
el Poble Sec- A E I Parc Montjuïc	RepúblicaDominicana	222	Dona
la Marina del Prat Vermell- A E I Zona Franca	RepúblicaDominicana	1	Dona
la Marina de Port	RepúblicaDominicana	60	Dona
la Font de la Guatlla	RepúblicaDominicana	10	Dona
Hostafrancs	RepúblicaDominicana	42	Dona
la Bordeta	RepúblicaDominicana	50	Dona
Sants- Badal	RepúblicaDominicana	111	Dona
Sants	RepúblicaDominicana	96	Dona
les Corts	RepúblicaDominicana	55	Dona
la Maternitat i Sant Ramon	RepúblicaDominicana	33	Dona
Pedralbes	RepúblicaDominicana	9	Dona
Vallvidrerael Tibidabo i les Planes	RepúblicaDominicana	1	Dona
Sarria	RepúblicaDominicana	12	Dona
les Tres Torres	RepúblicaDominicana	4	Dona
Sant Gervasi-la Bonanova	RepúblicaDominicana	8	Dona
Sant Gervasi- Galvany	RepúblicaDominicana	33	Dona
el Putxet i el Farro	RepúblicaDominicana	20	Dona
Vallcarca i els Penitents	RepúblicaDominicana	10	Dona
el Coll	RepúblicaDominicana	10	Dona
la Salut	RepúblicaDominicana	9	Dona
la Vila de Gracia	RepúblicaDominicana	29	Dona
el Campden Grassot i Gracia Nova	RepúblicaDominicana	24	Dona
el Baix Guinardo	RepúblicaDominicana	19	Dona
Can Baro	RepúblicaDominicana	2	Dona
el Guinardo	RepúblicaDominicana	74	Dona
la Font d en Fargues	RepúblicaDominicana	1	Dona
el Carmel	RepúblicaDominicana	63	Dona
la Teixonera	RepúblicaDominicana	27	Dona
Sant Genis dels Agudells	RepúblicaDominicana	12	Dona
Montbau	RepúblicaDominicana	9	Dona
la Vall d Hebron	RepúblicaDominicana	2	Dona
la Clota	RepúblicaDominicana	0	Dona
Horta	RepúblicaDominicana	113	Dona
Vilapicina i la Torre Llobeta	RepúblicaDominicana	94	Dona
Porta	RepúblicaDominicana	103	Dona
el Turo de la Peira	RepúblicaDominicana	176	Dona
Can Peguera	RepúblicaDominicana	7	Dona
la Guineueta	RepúblicaDominicana	24	Dona
Canyelles	RepúblicaDominicana	6	Dona
les Roquetes	RepúblicaDominicana	60	Dona
Verdun	RepúblicaDominicana	65	Dona
la Prosperitat	RepúblicaDominicana	73	Dona
la Trinitat Nova	RepúblicaDominicana	35	Dona
Torre Baro	RepúblicaDominicana	5	Dona
Ciutat Meridiana	RepúblicaDominicana	115	Dona
Vallbona	RepúblicaDominicana	1	Dona
la Trinitat Vella	RepúblicaDominicana	45	Dona
Baro de Viver	RepúblicaDominicana	3	Dona
el Bon Pastor	RepúblicaDominicana	24	Dona
Sant Andreu	RepúblicaDominicana	58	Dona
la Sagrera	RepúblicaDominicana	87	Dona
el Congres i els Indians	RepúblicaDominicana	25	Dona
Navas	RepúblicaDominicana	56	Dona
el Camp del Arpa del Clot	RepúblicaDominicana	93	Dona
el Clot	RepúblicaDominicana	44	Dona
el Parcila Llacuna del Poblenou	RepúblicaDominicana	16	Dona
la Vila Olimpica del Poblenou	RepúblicaDominicana	4	Dona
el Poblenou	RepúblicaDominicana	18	Dona
Diagonal Mariel Front Maritim del Poblenou	RepúblicaDominicana	3	Dona
el Besos i el Maresme	RepúblicaDominicana	48	Dona
Provençals del Poblenou	RepúblicaDominicana	28	Dona
Sant Marti de Provençals	RepúblicaDominicana	69	Dona
la Verneda i la Pau	RepúblicaDominicana	72	Dona
el Raval	EstatsUnits.els	105	Dona
el Barri Gotic	EstatsUnits.els	117	Dona
la Barceloneta	EstatsUnits.els	71	Dona
Sant Pere Santa Caterina i la Ribera	EstatsUnits.els	178	Dona
el Fort Pienc	EstatsUnits.els	58	Dona
la Sagrada Familia	EstatsUnits.els	110	Dona
la Dreta del Eixample	EstatsUnits.els	216	Dona
l Antiga Esquerra del Eixample	EstatsUnits.els	175	Dona
la Nova Esquerra del Eixample	EstatsUnits.els	100	Dona
Sant Antoni	EstatsUnits.els	86	Dona
el Poble Sec- A E I Parc Montjuïc	EstatsUnits.els	89	Dona
la Marina del Prat Vermell- A E I Zona Franca	EstatsUnits.els	0	Dona
la Marina de Port	EstatsUnits.els	15	Dona
la Font de la Guatlla	EstatsUnits.els	6	Dona
Hostafrancs	EstatsUnits.els	23	Dona
la Bordeta	EstatsUnits.els	10	Dona
Sants- Badal	EstatsUnits.els	12	Dona
Sants	EstatsUnits.els	32	Dona
les Corts	EstatsUnits.els	69	Dona
la Maternitat i Sant Ramon	EstatsUnits.els	18	Dona
Pedralbes	EstatsUnits.els	30	Dona
Vallvidrerael Tibidabo i les Planes	EstatsUnits.els	12	Dona
Sarria	EstatsUnits.els	79	Dona
les Tres Torres	EstatsUnits.els	67	Dona
Sant Gervasi-la Bonanova	EstatsUnits.els	50	Dona
Sant Gervasi- Galvany	EstatsUnits.els	221	Dona
el Putxet i el Farro	EstatsUnits.els	64	Dona
Vallcarca i els Penitents	EstatsUnits.els	25	Dona
el Coll	EstatsUnits.els	5	Dona
la Salut	EstatsUnits.els	17	Dona
la Vila de Gracia	EstatsUnits.els	221	Dona
el Campden Grassot i Gracia Nova	EstatsUnits.els	65	Dona
el Baix Guinardo	EstatsUnits.els	23	Dona
Can Baro	EstatsUnits.els	7	Dona
el Guinardo	EstatsUnits.els	21	Dona
la Font d en Fargues	EstatsUnits.els	5	Dona
el Carmel	EstatsUnits.els	16	Dona
la Teixonera	EstatsUnits.els	6	Dona
Sant Genis dels Agudells	EstatsUnits.els	6	Dona
Montbau	EstatsUnits.els	0	Dona
la Vall d Hebron	EstatsUnits.els	5	Dona
la Clota	EstatsUnits.els	1	Dona
Horta	EstatsUnits.els	18	Dona
Vilapicina i la Torre Llobeta	EstatsUnits.els	8	Dona
Porta	EstatsUnits.els	10	Dona
el Turo de la Peira	EstatsUnits.els	3	Dona
Can Peguera	EstatsUnits.els	1	Dona
la Guineueta	EstatsUnits.els	4	Dona
Canyelles	EstatsUnits.els	1	Dona
les Roquetes	EstatsUnits.els	6	Dona
Verdun	EstatsUnits.els	1	Dona
la Prosperitat	EstatsUnits.els	10	Dona
la Trinitat Nova	EstatsUnits.els	1	Dona
Torre Baro	EstatsUnits.els	0	Dona
Ciutat Meridiana	EstatsUnits.els	4	Dona
Vallbona	EstatsUnits.els	0	Dona
la Trinitat Vella	EstatsUnits.els	3	Dona
Baro de Viver	EstatsUnits.els	1	Dona
el Bon Pastor	EstatsUnits.els	3	Dona
Sant Andreu	EstatsUnits.els	25	Dona
la Sagrera	EstatsUnits.els	15	Dona
el Congres i els Indians	EstatsUnits.els	7	Dona
Navas	EstatsUnits.els	10	Dona
el Camp del Arpa del Clot	EstatsUnits.els	41	Dona
el Clot	EstatsUnits.els	21	Dona
el Parcila Llacuna del Poblenou	EstatsUnits.els	38	Dona
la Vila Olimpica del Poblenou	EstatsUnits.els	23	Dona
el Poblenou	EstatsUnits.els	61	Dona
Diagonal Mariel Front Maritim del Poblenou	EstatsUnits.els	24	Dona
el Besos i el Maresme	EstatsUnits.els	4	Dona
Provençals del Poblenou	EstatsUnits.els	16	Dona
Sant Marti de Provençals	EstatsUnits.els	10	Dona
la Verneda i la Pau	EstatsUnits.els	5	Dona
el Raval	Mèxic	100	Dona
el Barri Gotic	Mèxic	67	Dona
la Barceloneta	Mèxic	40	Dona
Sant Pere Santa Caterina i la Ribera	Mèxic	105	Dona
el Fort Pienc	Mèxic	80	Dona
la Sagrada Familia	Mèxic	153	Dona
la Dreta del Eixample	Mèxic	131	Dona
l Antiga Esquerra del Eixample	Mèxic	154	Dona
la Nova Esquerra del Eixample	Mèxic	178	Dona
Sant Antoni	Mèxic	71	Dona
el Poble Sec- A E I Parc Montjuïc	Mèxic	91	Dona
la Marina del Prat Vermell- A E I Zona Franca	Mèxic	1	Dona
la Marina de Port	Mèxic	19	Dona
la Font de la Guatlla	Mèxic	7	Dona
Hostafrancs	Mèxic	29	Dona
la Bordeta	Mèxic	23	Dona
Sants- Badal	Mèxic	29	Dona
Sants	Mèxic	78	Dona
les Corts	Mèxic	75	Dona
la Maternitat i Sant Ramon	Mèxic	52	Dona
Pedralbes	Mèxic	25	Dona
Vallvidrerael Tibidabo i les Planes	Mèxic	2	Dona
Sarria	Mèxic	27	Dona
les Tres Torres	Mèxic	20	Dona
Sant Gervasi-la Bonanova	Mèxic	44	Dona
Sant Gervasi- Galvany	Mèxic	101	Dona
el Putxet i el Farro	Mèxic	53	Dona
Vallcarca i els Penitents	Mèxic	24	Dona
el Coll	Mèxic	8	Dona
la Salut	Mèxic	26	Dona
la Vila de Gracia	Mèxic	135	Dona
el Campden Grassot i Gracia Nova	Mèxic	77	Dona
el Baix Guinardo	Mèxic	35	Dona
Can Baro	Mèxic	5	Dona
el Guinardo	Mèxic	40	Dona
la Font d en Fargues	Mèxic	8	Dona
el Carmel	Mèxic	19	Dona
la Teixonera	Mèxic	13	Dona
Sant Genis dels Agudells	Mèxic	9	Dona
Montbau	Mèxic	6	Dona
la Vall d Hebron	Mèxic	4	Dona
la Clota	Mèxic	1	Dona
Horta	Mèxic	29	Dona
Vilapicina i la Torre Llobeta	Mèxic	16	Dona
Porta	Mèxic	18	Dona
el Turo de la Peira	Mèxic	4	Dona
Can Peguera	Mèxic	1	Dona
la Guineueta	Mèxic	7	Dona
Canyelles	Mèxic	3	Dona
les Roquetes	Mèxic	6	Dona
Verdun	Mèxic	4	Dona
la Prosperitat	Mèxic	16	Dona
la Trinitat Nova	Mèxic	1	Dona
Torre Baro	Mèxic	1	Dona
Ciutat Meridiana	Mèxic	2	Dona
Vallbona	Mèxic	0	Dona
la Trinitat Vella	Mèxic	3	Dona
Baro de Viver	Mèxic	0	Dona
el Bon Pastor	Mèxic	5	Dona
Sant Andreu	Mèxic	15	Dona
la Sagrera	Mèxic	26	Dona
el Congres i els Indians	Mèxic	9	Dona
Navas	Mèxic	13	Dona
el Camp del Arpa del Clot	Mèxic	67	Dona
el Clot	Mèxic	33	Dona
el Parcila Llacuna del Poblenou	Mèxic	22	Dona
la Vila Olimpica del Poblenou	Mèxic	12	Dona
el Poblenou	Mèxic	49	Dona
Diagonal Mariel Front Maritim del Poblenou	Mèxic	19	Dona
el Besos i el Maresme	Mèxic	19	Dona
Provençals del Poblenou	Mèxic	24	Dona
Sant Marti de Provençals	Mèxic	9	Dona
la Verneda i la Pau	Mèxic	10	Dona
el Raval	Xile	92	Dona
el Barri Gotic	Xile	71	Dona
la Barceloneta	Xile	42	Dona
Sant Pere Santa Caterina i la Ribera	Xile	67	Dona
el Fort Pienc	Xile	62	Dona
la Sagrada Familia	Xile	118	Dona
la Dreta del Eixample	Xile	73	Dona
l Antiga Esquerra del Eixample	Xile	89	Dona
la Nova Esquerra del Eixample	Xile	110	Dona
Sant Antoni	Xile	54	Dona
el Poble Sec- A E I Parc Montjuïc	Xile	81	Dona
la Marina del Prat Vermell- A E I Zona Franca	Xile	0	Dona
la Marina de Port	Xile	17	Dona
la Font de la Guatlla	Xile	16	Dona
Hostafrancs	Xile	20	Dona
la Bordeta	Xile	22	Dona
Sants- Badal	Xile	36	Dona
Sants	Xile	43	Dona
les Corts	Xile	44	Dona
la Maternitat i Sant Ramon	Xile	28	Dona
Pedralbes	Xile	11	Dona
Vallvidrerael Tibidabo i les Planes	Xile	7	Dona
Sarria	Xile	8	Dona
les Tres Torres	Xile	8	Dona
Sant Gervasi-la Bonanova	Xile	18	Dona
Sant Gervasi- Galvany	Xile	57	Dona
el Putxet i el Farro	Xile	37	Dona
Vallcarca i els Penitents	Xile	27	Dona
el Coll	Xile	7	Dona
la Salut	Xile	16	Dona
la Vila de Gracia	Xile	124	Dona
el Campden Grassot i Gracia Nova	Xile	80	Dona
el Baix Guinardo	Xile	35	Dona
Can Baro	Xile	19	Dona
el Guinardo	Xile	44	Dona
la Font d en Fargues	Xile	7	Dona
el Carmel	Xile	27	Dona
la Teixonera	Xile	20	Dona
Sant Genis dels Agudells	Xile	8	Dona
Montbau	Xile	22	Dona
la Vall d Hebron	Xile	12	Dona
la Clota	Xile	0	Dona
Horta	Xile	34	Dona
Vilapicina i la Torre Llobeta	Xile	16	Dona
Porta	Xile	14	Dona
el Turo de la Peira	Xile	19	Dona
Can Peguera	Xile	3	Dona
la Guineueta	Xile	7	Dona
Canyelles	Xile	2	Dona
les Roquetes	Xile	10	Dona
Verdun	Xile	13	Dona
la Prosperitat	Xile	18	Dona
la Trinitat Nova	Xile	3	Dona
Torre Baro	Xile	4	Dona
Ciutat Meridiana	Xile	2	Dona
Vallbona	Xile	0	Dona
la Trinitat Vella	Xile	6	Dona
Baro de Viver	Xile	0	Dona
el Bon Pastor	Xile	5	Dona
Sant Andreu	Xile	36	Dona
la Sagrera	Xile	27	Dona
el Congres i els Indians	Xile	11	Dona
Navas	Xile	29	Dona
el Camp del Arpa del Clot	Xile	60	Dona
el Clot	Xile	44	Dona
el Parcila Llacuna del Poblenou	Xile	23	Dona
la Vila Olimpica del Poblenou	Xile	5	Dona
el Poblenou	Xile	39	Dona
Diagonal Mariel Front Maritim del Poblenou	Xile	6	Dona
el Besos i el Maresme	Xile	17	Dona
Provençals del Poblenou	Xile	18	Dona
Sant Marti de Provençals	Xile	25	Dona
la Verneda i la Pau	Xile	25	Dona
el Raval	Paraguai	68	Dona
el Barri Gotic	Paraguai	20	Dona
la Barceloneta	Paraguai	29	Dona
Sant Pere Santa Caterina i la Ribera	Paraguai	21	Dona
el Fort Pienc	Paraguai	22	Dona
la Sagrada Familia	Paraguai	118	Dona
la Dreta del Eixample	Paraguai	64	Dona
l Antiga Esquerra del Eixample	Paraguai	50	Dona
la Nova Esquerra del Eixample	Paraguai	108	Dona
Sant Antoni	Paraguai	59	Dona
el Poble Sec- A E I Parc Montjuïc	Paraguai	73	Dona
la Marina del Prat Vermell- A E I Zona Franca	Paraguai	6	Dona
la Marina de Port	Paraguai	27	Dona
la Font de la Guatlla	Paraguai	18	Dona
Hostafrancs	Paraguai	28	Dona
la Bordeta	Paraguai	43	Dona
Sants- Badal	Paraguai	74	Dona
Sants	Paraguai	117	Dona
les Corts	Paraguai	87	Dona
la Maternitat i Sant Ramon	Paraguai	53	Dona
Pedralbes	Paraguai	11	Dona
Vallvidrerael Tibidabo i les Planes	Paraguai	3	Dona
Sarria	Paraguai	23	Dona
les Tres Torres	Paraguai	25	Dona
Sant Gervasi-la Bonanova	Paraguai	42	Dona
Sant Gervasi- Galvany	Paraguai	77	Dona
el Putxet i el Farro	Paraguai	44	Dona
Vallcarca i els Penitents	Paraguai	44	Dona
el Coll	Paraguai	23	Dona
la Salut	Paraguai	10	Dona
la Vila de Gracia	Paraguai	71	Dona
el Campden Grassot i Gracia Nova	Paraguai	23	Dona
el Baix Guinardo	Paraguai	70	Dona
Can Baro	Paraguai	15	Dona
el Guinardo	Paraguai	110	Dona
la Font d en Fargues	Paraguai	9	Dona
el Carmel	Paraguai	109	Dona
la Teixonera	Paraguai	33	Dona
Sant Genis dels Agudells	Paraguai	25	Dona
Montbau	Paraguai	13	Dona
la Vall d Hebron	Paraguai	5	Dona
la Clota	Paraguai	1	Dona
Horta	Paraguai	44	Dona
Vilapicina i la Torre Llobeta	Paraguai	53	Dona
Porta	Paraguai	96	Dona
el Turo de la Peira	Paraguai	61	Dona
Can Peguera	Paraguai	2	Dona
la Guineueta	Paraguai	35	Dona
Canyelles	Paraguai	12	Dona
les Roquetes	Paraguai	48	Dona
Verdun	Paraguai	27	Dona
la Prosperitat	Paraguai	36	Dona
la Trinitat Nova	Paraguai	25	Dona
Torre Baro	Paraguai	5	Dona
Ciutat Meridiana	Paraguai	25	Dona
Vallbona	Paraguai	3	Dona
la Trinitat Vella	Paraguai	25	Dona
Baro de Viver	Paraguai	2	Dona
el Bon Pastor	Paraguai	17	Dona
Sant Andreu	Paraguai	64	Dona
la Sagrera	Paraguai	70	Dona
el Congres i els Indians	Paraguai	44	Dona
Navas	Paraguai	30	Dona
el Camp del Arpa del Clot	Paraguai	65	Dona
el Clot	Paraguai	60	Dona
el Parcila Llacuna del Poblenou	Paraguai	32	Dona
la Vila Olimpica del Poblenou	Paraguai	1	Dona
el Poblenou	Paraguai	38	Dona
Diagonal Mariel Front Maritim del Poblenou	Paraguai	12	Dona
el Besos i el Maresme	Paraguai	25	Dona
Provençals del Poblenou	Paraguai	27	Dona
Sant Marti de Provençals	Paraguai	32	Dona
la Verneda i la Pau	Paraguai	47	Dona
el Raval	Cuba	29	Dona
el Barri Gotic	Cuba	16	Dona
la Barceloneta	Cuba	22	Dona
Sant Pere Santa Caterina i la Ribera	Cuba	16	Dona
el Fort Pienc	Cuba	33	Dona
la Sagrada Familia	Cuba	44	Dona
la Dreta del Eixample	Cuba	22	Dona
l Antiga Esquerra del Eixample	Cuba	34	Dona
la Nova Esquerra del Eixample	Cuba	58	Dona
Sant Antoni	Cuba	25	Dona
el Poble Sec- A E I Parc Montjuïc	Cuba	24	Dona
la Marina del Prat Vermell- A E I Zona Franca	Cuba	1	Dona
la Marina de Port	Cuba	19	Dona
la Font de la Guatlla	Cuba	10	Dona
Hostafrancs	Cuba	13	Dona
la Bordeta	Cuba	17	Dona
Sants- Badal	Cuba	22	Dona
Sants	Cuba	25	Dona
les Corts	Cuba	24	Dona
la Maternitat i Sant Ramon	Cuba	16	Dona
Pedralbes	Cuba	0	Dona
Vallvidrerael Tibidabo i les Planes	Cuba	1	Dona
Sarria	Cuba	7	Dona
les Tres Torres	Cuba	5	Dona
Sant Gervasi-la Bonanova	Cuba	13	Dona
Sant Gervasi- Galvany	Cuba	24	Dona
el Putxet i el Farro	Cuba	14	Dona
Vallcarca i els Penitents	Cuba	10	Dona
el Coll	Cuba	1	Dona
la Salut	Cuba	7	Dona
la Vila de Gracia	Cuba	34	Dona
el Campden Grassot i Gracia Nova	Cuba	24	Dona
el Baix Guinardo	Cuba	29	Dona
Can Baro	Cuba	5	Dona
el Guinardo	Cuba	32	Dona
la Font d en Fargues	Cuba	6	Dona
el Carmel	Cuba	15	Dona
la Teixonera	Cuba	12	Dona
Sant Genis dels Agudells	Cuba	2	Dona
Montbau	Cuba	5	Dona
la Vall d Hebron	Cuba	3	Dona
la Clota	Cuba	1	Dona
Horta	Cuba	21	Dona
Vilapicina i la Torre Llobeta	Cuba	30	Dona
Porta	Cuba	23	Dona
el Turo de la Peira	Cuba	5	Dona
Can Peguera	Cuba	1	Dona
la Guineueta	Cuba	6	Dona
Canyelles	Cuba	1	Dona
les Roquetes	Cuba	7	Dona
Verdun	Cuba	18	Dona
la Prosperitat	Cuba	25	Dona
la Trinitat Nova	Cuba	6	Dona
Torre Baro	Cuba	2	Dona
Ciutat Meridiana	Cuba	3	Dona
Vallbona	Cuba	3	Dona
la Trinitat Vella	Cuba	7	Dona
Baro de Viver	Cuba	1	Dona
el Bon Pastor	Cuba	12	Dona
Sant Andreu	Cuba	45	Dona
la Sagrera	Cuba	13	Dona
el Congres i els Indians	Cuba	16	Dona
Navas	Cuba	17	Dona
el Camp del Arpa del Clot	Cuba	32	Dona
el Clot	Cuba	15	Dona
el Parcila Llacuna del Poblenou	Cuba	11	Dona
la Vila Olimpica del Poblenou	Cuba	3	Dona
el Poblenou	Cuba	18	Dona
Diagonal Mariel Front Maritim del Poblenou	Cuba	3	Dona
el Besos i el Maresme	Cuba	20	Dona
Provençals del Poblenou	Cuba	16	Dona
Sant Marti de Provençals	Cuba	21	Dona
la Verneda i la Pau	Cuba	16	Dona
el Raval	ElSalvador	26	Dona
el Barri Gotic	ElSalvador	20	Dona
la Barceloneta	ElSalvador	7	Dona
Sant Pere Santa Caterina i la Ribera	ElSalvador	12	Dona
el Fort Pienc	ElSalvador	15	Dona
la Sagrada Familia	ElSalvador	23	Dona
la Dreta del Eixample	ElSalvador	18	Dona
l Antiga Esquerra del Eixample	ElSalvador	28	Dona
la Nova Esquerra del Eixample	ElSalvador	39	Dona
Sant Antoni	ElSalvador	26	Dona
el Poble Sec- A E I Parc Montjuïc	ElSalvador	43	Dona
la Marina del Prat Vermell- A E I Zona Franca	ElSalvador	0	Dona
la Marina de Port	ElSalvador	15	Dona
la Font de la Guatlla	ElSalvador	7	Dona
Hostafrancs	ElSalvador	7	Dona
la Bordeta	ElSalvador	5	Dona
Sants- Badal	ElSalvador	26	Dona
Sants	ElSalvador	37	Dona
les Corts	ElSalvador	8	Dona
la Maternitat i Sant Ramon	ElSalvador	20	Dona
Pedralbes	ElSalvador	8	Dona
Vallvidrerael Tibidabo i les Planes	ElSalvador	0	Dona
Sarria	ElSalvador	9	Dona
les Tres Torres	ElSalvador	8	Dona
Sant Gervasi-la Bonanova	ElSalvador	7	Dona
Sant Gervasi- Galvany	ElSalvador	34	Dona
el Putxet i el Farro	ElSalvador	11	Dona
Vallcarca i els Penitents	ElSalvador	5	Dona
el Coll	ElSalvador	8	Dona
la Salut	ElSalvador	5	Dona
la Vila de Gracia	ElSalvador	24	Dona
el Campden Grassot i Gracia Nova	ElSalvador	16	Dona
el Baix Guinardo	ElSalvador	19	Dona
Can Baro	ElSalvador	8	Dona
el Guinardo	ElSalvador	36	Dona
la Font d en Fargues	ElSalvador	7	Dona
el Carmel	ElSalvador	66	Dona
la Teixonera	ElSalvador	26	Dona
Sant Genis dels Agudells	ElSalvador	7	Dona
Montbau	ElSalvador	3	Dona
la Vall d Hebron	ElSalvador	0	Dona
la Clota	ElSalvador	0	Dona
Horta	ElSalvador	31	Dona
Vilapicina i la Torre Llobeta	ElSalvador	37	Dona
Porta	ElSalvador	32	Dona
el Turo de la Peira	ElSalvador	17	Dona
Can Peguera	ElSalvador	0	Dona
la Guineueta	ElSalvador	3	Dona
Canyelles	ElSalvador	8	Dona
les Roquetes	ElSalvador	20	Dona
Verdun	ElSalvador	16	Dona
la Prosperitat	ElSalvador	38	Dona
la Trinitat Nova	ElSalvador	10	Dona
Torre Baro	ElSalvador	3	Dona
Ciutat Meridiana	ElSalvador	8	Dona
Vallbona	ElSalvador	0	Dona
la Trinitat Vella	ElSalvador	20	Dona
Baro de Viver	ElSalvador	0	Dona
el Bon Pastor	ElSalvador	16	Dona
Sant Andreu	ElSalvador	19	Dona
la Sagrera	ElSalvador	20	Dona
el Congres i els Indians	ElSalvador	9	Dona
Navas	ElSalvador	26	Dona
el Camp del Arpa del Clot	ElSalvador	15	Dona
el Clot	ElSalvador	9	Dona
el Parcila Llacuna del Poblenou	ElSalvador	10	Dona
la Vila Olimpica del Poblenou	ElSalvador	2	Dona
el Poblenou	ElSalvador	6	Dona
Diagonal Mariel Front Maritim del Poblenou	ElSalvador	1	Dona
el Besos i el Maresme	ElSalvador	26	Dona
Provençals del Poblenou	ElSalvador	9	Dona
Sant Marti de Provençals	ElSalvador	5	Dona
la Verneda i la Pau	ElSalvador	8	Dona
el Raval	Uruguai	18	Dona
el Barri Gotic	Uruguai	20	Dona
la Barceloneta	Uruguai	25	Dona
Sant Pere Santa Caterina i la Ribera	Uruguai	22	Dona
el Fort Pienc	Uruguai	23	Dona
la Sagrada Familia	Uruguai	44	Dona
la Dreta del Eixample	Uruguai	27	Dona
l Antiga Esquerra del Eixample	Uruguai	26	Dona
la Nova Esquerra del Eixample	Uruguai	30	Dona
Sant Antoni	Uruguai	10	Dona
el Poble Sec- A E I Parc Montjuïc	Uruguai	17	Dona
la Marina del Prat Vermell- A E I Zona Franca	Uruguai	1	Dona
la Marina de Port	Uruguai	8	Dona
la Font de la Guatlla	Uruguai	8	Dona
Hostafrancs	Uruguai	10	Dona
la Bordeta	Uruguai	7	Dona
Sants- Badal	Uruguai	13	Dona
Sants	Uruguai	11	Dona
les Corts	Uruguai	14	Dona
la Maternitat i Sant Ramon	Uruguai	4	Dona
Pedralbes	Uruguai	2	Dona
Vallvidrerael Tibidabo i les Planes	Uruguai	1	Dona
Sarria	Uruguai	2	Dona
les Tres Torres	Uruguai	4	Dona
Sant Gervasi-la Bonanova	Uruguai	9	Dona
Sant Gervasi- Galvany	Uruguai	9	Dona
el Putxet i el Farro	Uruguai	13	Dona
Vallcarca i els Penitents	Uruguai	7	Dona
el Coll	Uruguai	3	Dona
la Salut	Uruguai	8	Dona
la Vila de Gracia	Uruguai	34	Dona
el Campden Grassot i Gracia Nova	Uruguai	16	Dona
el Baix Guinardo	Uruguai	18	Dona
Can Baro	Uruguai	3	Dona
el Guinardo	Uruguai	18	Dona
la Font d en Fargues	Uruguai	4	Dona
el Carmel	Uruguai	14	Dona
la Teixonera	Uruguai	4	Dona
Sant Genis dels Agudells	Uruguai	7	Dona
Montbau	Uruguai	4	Dona
la Vall d Hebron	Uruguai	0	Dona
la Clota	Uruguai	0	Dona
Horta	Uruguai	16	Dona
Vilapicina i la Torre Llobeta	Uruguai	5	Dona
Porta	Uruguai	15	Dona
el Turo de la Peira	Uruguai	6	Dona
Can Peguera	Uruguai	1	Dona
la Guineueta	Uruguai	4	Dona
Canyelles	Uruguai	0	Dona
les Roquetes	Uruguai	15	Dona
Verdun	Uruguai	3	Dona
la Prosperitat	Uruguai	17	Dona
la Trinitat Nova	Uruguai	5	Dona
Torre Baro	Uruguai	3	Dona
Ciutat Meridiana	Uruguai	3	Dona
Vallbona	Uruguai	0	Dona
la Trinitat Vella	Uruguai	6	Dona
Baro de Viver	Uruguai	1	Dona
el Bon Pastor	Uruguai	1	Dona
Sant Andreu	Uruguai	20	Dona
la Sagrera	Uruguai	11	Dona
el Congres i els Indians	Uruguai	2	Dona
Navas	Uruguai	16	Dona
el Camp del Arpa del Clot	Uruguai	28	Dona
el Clot	Uruguai	17	Dona
el Parcila Llacuna del Poblenou	Uruguai	10	Dona
la Vila Olimpica del Poblenou	Uruguai	1	Dona
el Poblenou	Uruguai	16	Dona
Diagonal Mariel Front Maritim del Poblenou	Uruguai	12	Dona
el Besos i el Maresme	Uruguai	6	Dona
Provençals del Poblenou	Uruguai	10	Dona
Sant Marti de Provençals	Uruguai	10	Dona
la Verneda i la Pau	Uruguai	17	Dona
el Raval	Resta_America	65	Dona
el Barri Gotic	Resta_America	46	Dona
la Barceloneta	Resta_America	22	Dona
Sant Pere Santa Caterina i la Ribera	Resta_America	70	Dona
el Fort Pienc	Resta_America	46	Dona
la Sagrada Familia	Resta_America	124	Dona
la Dreta del Eixample	Resta_America	72	Dona
l Antiga Esquerra del Eixample	Resta_America	95	Dona
la Nova Esquerra del Eixample	Resta_America	102	Dona
Sant Antoni	Resta_America	63	Dona
el Poble Sec- A E I Parc Montjuïc	Resta_America	49	Dona
la Marina del Prat Vermell- A E I Zona Franca	Resta_America	0	Dona
la Marina de Port	Resta_America	18	Dona
la Font de la Guatlla	Resta_America	19	Dona
Hostafrancs	Resta_America	24	Dona
la Bordeta	Resta_America	13	Dona
Sants- Badal	Resta_America	34	Dona
Sants	Resta_America	44	Dona
les Corts	Resta_America	40	Dona
la Maternitat i Sant Ramon	Resta_America	22	Dona
Pedralbes	Resta_America	15	Dona
